,episode_ids,id,url,name,season,number,type,airdate,airtime,airstamp,runtime,rating,summary
1849,1849,1982920,https://www.tvmaze.com/episodes/1982920/fjols-til-fjells-1x05-voi-voi,"Voi, voi",1.0,5.0,regular,2020-12-18,,2020-12-18,20.0,,
1850,1850,1984160,https://www.tvmaze.com/episodes/1984160/influencers-s01-special-special-live-episode,Special Live Episode,1.0,,significant_special,2020-12-18,,2020-12-18,30.0,,"#InfluencersTheSeries has a SPECIAL LIVE EPISODE on December 18, 2020, 9PM. This will be a LIVE EPISODE and VIEWERS WILL BE PART OF IT FOR THE VERY FIRST TIME."
1851,1851,1974821,https://www.tvmaze.com/episodes/1974821/wish-you-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-18,,2020-12-18,12.0,9.5,Conflict arises at the studio when the producer tries to dramatically change In Soo's music.  
1852,1852,1974822,https://www.tvmaze.com/episodes/1974822/wish-you-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-18,,2020-12-18,12.0,9.5,"After a night of drinking, Sang Yi takes In Soo to one of his favorite rooftop spots where In Soo confides in Sang Yi.  "
1853,1853,1977871,https://www.tvmaze.com/episodes/1977871/a-generala-1x05-episodio-5,Episódio 5,1.0,5.0,regular,2020-12-18,12:00,2020-12-18,60.0,,
1854,1854,1978799,https://www.tvmaze.com/episodes/1978799/your-home-1x03-yourhomekwekkwek,#YourHomeKwekKwek,1.0,3.0,regular,2020-12-18,,2020-12-18,22.0,7.5,"""I am not you"". They will feel what's missing from their lives. Someone will find a way to solve a quite impossible problem. "
1855,1855,1985202,https://www.tvmaze.com/episodes/1985202/handmade-love-1x03-the-reason-we-should-break-up,The Reason We Should Break Up,1.0,3.0,regular,2020-12-18,,2020-12-18,14.0,,
1856,1856,1985311,https://www.tvmaze.com/episodes/1985311/daughters-1x07-episode-7,Episode 7,1.0,7.0,regular,2020-12-18,20:00,2020-12-18,50.0,,
1857,1857,1985312,https://www.tvmaze.com/episodes/1985312/daughters-1x08-episode-8,Episode 8,1.0,8.0,regular,2020-12-18,20:00,2020-12-18,50.0,,
1858,1858,1985473,https://www.tvmaze.com/episodes/1985473/you-complete-me-1x17-episode-17,Episode 17,1.0,17.0,regular,2020-12-18,20:00,2020-12-18,45.0,,
1859,1859,1985474,https://www.tvmaze.com/episodes/1985474/you-complete-me-1x18-episode-18,Episode 18,1.0,18.0,regular,2020-12-18,20:00,2020-12-18,45.0,,
1860,1860,1986159,https://www.tvmaze.com/episodes/1986159/the-burning-river-1x09-episode-9,Episode 9,1.0,9.0,regular,2020-12-18,20:00,2020-12-18,45.0,,
1861,1861,1986160,https://www.tvmaze.com/episodes/1986160/the-burning-river-1x10-episode-10,Episode 10,1.0,10.0,regular,2020-12-18,20:00,2020-12-18,45.0,,
1862,1862,1986161,https://www.tvmaze.com/episodes/1986161/the-burning-river-1x11-episode-11,Episode 11,1.0,11.0,regular,2020-12-18,20:00,2020-12-18,45.0,,
1863,1863,1986162,https://www.tvmaze.com/episodes/1986162/the-burning-river-1x12-episode-12,Episode 12,1.0,12.0,regular,2020-12-18,20:00,2020-12-18,45.0,,
1864,1864,1986163,https://www.tvmaze.com/episodes/1986163/the-burning-river-1x13-episode-13,Episode 13,1.0,13.0,regular,2020-12-18,20:00,2020-12-18,45.0,,
1865,1865,1986164,https://www.tvmaze.com/episodes/1986164/the-burning-river-1x14-episode-14,Episode 14,1.0,14.0,regular,2020-12-18,20:00,2020-12-18,45.0,,
1866,1866,1987980,https://www.tvmaze.com/episodes/1987980/beyond-the-clouds-1x03-creating-zachs-world,Creating Zach's World,1.0,3.0,regular,2020-12-18,,2020-12-18,,,"Justin speaks to the significance of intertwining surprising elements throughout the film to create and maintain not only the sincerity of the set but also the emotional resonance through the entirety of production. From Zach's director's chair to wardrobe and set dressing, it starts to become quite clear -- Zach is here every step of the way.  "
1867,1867,1994099,https://www.tvmaze.com/episodes/1994099/o-clube-1x01-viana-o-clube,Viana - O Clube,1.0,1.0,regular,2020-12-18,,2020-12-18,45.0,,
1868,1868,1997518,https://www.tvmaze.com/episodes/1997518/the-penalty-zone-1x11-episode-11,Episode 11,1.0,11.0,regular,2020-12-18,,2020-12-18,45.0,,
1869,1869,1997519,https://www.tvmaze.com/episodes/1997519/the-penalty-zone-1x12-episode-12,Episode 12,1.0,12.0,regular,2020-12-18,,2020-12-18,45.0,,
1870,1870,2000062,https://www.tvmaze.com/episodes/2000062/ultimate-note-1x15-episode-15,Episode 15,1.0,15.0,regular,2020-12-18,,2020-12-18,45.0,,
1871,1871,2000063,https://www.tvmaze.com/episodes/2000063/ultimate-note-1x16-episode-16,Episode 16,1.0,16.0,regular,2020-12-18,,2020-12-18,45.0,,
1872,1872,2039437,https://www.tvmaze.com/episodes/2039437/bildmachtdeutschland-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-18,,2020-12-18,45.0,,
1873,1873,2039438,https://www.tvmaze.com/episodes/2039438/bildmachtdeutschland-1x02-episode-2,Episode 2,1.0,2.0,regular,2020-12-18,,2020-12-18,45.0,,
1874,1874,2092354,https://www.tvmaze.com/episodes/2092354/bildmachtdeutschland-1x03-episode-3,Episode 3,1.0,3.0,regular,2020-12-18,,2020-12-18,45.0,,
1875,1875,2108543,https://www.tvmaze.com/episodes/2108543/bildmachtdeutschland-1x04-episode-4,Episode 4,1.0,4.0,regular,2020-12-18,,2020-12-18,45.0,,
1876,1876,2116166,https://www.tvmaze.com/episodes/2116166/bildmachtdeutschland-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-18,,2020-12-18,45.0,,
1877,1877,2120378,https://www.tvmaze.com/episodes/2120378/bildmachtdeutschland-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-18,,2020-12-18,45.0,,
1878,1878,2122277,https://www.tvmaze.com/episodes/2122277/bildmachtdeutschland-1x07-episode-7,Episode 7,1.0,7.0,regular,2020-12-18,,2020-12-18,45.0,,
1879,1879,2051984,https://www.tvmaze.com/episodes/2051984/pro-balet-s-nikolaem-ciskaridze-1x30-nikolaj-ciskaridze-pro-balet-vypusk23-spasaa-krasavica-russkaa-versia-pro-ballet-part23-sleepingb,Николай Цискаридзе-PRO-БАЛЕТ-выпуск#23-СПЯЩАЯ КРАСАВИЦА-русская версия-PRO-BALLET-part#23-SleepingB,1.0,30.0,regular,2020-12-18,,2020-12-18,24.0,,
1880,1880,2074187,https://www.tvmaze.com/episodes/2074187/my-lecturer-my-husband-1x02-episode-2,Episode 2,1.0,2.0,regular,2020-12-18,,2020-12-18,38.0,,
1881,1881,2200304,https://www.tvmaze.com/episodes/2200304/are-you-scared-2x09-are-you-scared-of-the-holidays,Are You Scared of the Holidays?,2.0,9.0,regular,2020-12-18,,2020-12-18,20.0,,
1882,1882,2121008,https://www.tvmaze.com/episodes/2121008/meta-runner-2x10-fatal-error,Fatal Error,2.0,10.0,regular,2020-12-18,,2020-12-18,15.0,,
1883,1883,2149149,https://www.tvmaze.com/episodes/2149149/the-miracle-barbershop-1x05-the-last-goodbye,The Last Goodbye,1.0,5.0,regular,2020-12-18,,2020-12-18,12.0,,A regretful father amends a mistake that has haunted him for 20 years by making the greatest sacrifice.
1884,1884,2157407,https://www.tvmaze.com/episodes/2157407/paava-kadhaigal-1x01-thangam,Thangam,1.0,1.0,regular,2020-12-18,,2020-12-18,34.0,,"Facing longtime bullying and ostracization, a trans villager risks everything to support the dream of a beloved childhood friend."
1885,1885,2157408,https://www.tvmaze.com/episodes/2157408/paava-kadhaigal-1x02-love-panna-uttranum,Love Panna Uttranum,1.0,2.0,regular,2020-12-18,,2020-12-18,38.0,,"Fearing their father's staunch views on marriage, two sisters take separate approaches to tell him who they love, with wildly different outcomes."
1886,1886,2157409,https://www.tvmaze.com/episodes/2157409/paava-kadhaigal-1x03-vaanmagal,Vaanmagal,1.0,3.0,regular,2020-12-18,,2020-12-18,38.0,,"A family grapples with guilt, anger and social stigma after their spirited young daughter suffers a traumatic incident."
1887,1887,2157410,https://www.tvmaze.com/episodes/2157410/paava-kadhaigal-1x04-oor-iravu,Oor Iravu,1.0,4.0,regular,2020-12-18,,2020-12-18,37.0,,"Estranged from her family after eloping, a now-pregnant young woman is brought home by her father, who says he wishes to hold a baby shower for her."
1888,1888,2161828,https://www.tvmaze.com/episodes/2161828/lessons-from-the-screenplay-2020-12-18-how-a-christmas-carol-perfectly-demonstrates-five-act-structure,How A Christmas Carol Perfectly Demonstrates Five-Act Structure,,15.0,regular,2020-12-18,,2020-12-18,15.0,,"We look at how Charles Dickens's ""A Christmas Carol"" is a simple, memorable example of five-act story structure."
1889,1889,2197286,https://www.tvmaze.com/episodes/2197286/struggle-meals-1x10-save-dough-make-dough,"Save Dough, Make Dough",1.0,10.0,regular,2020-12-18,,2020-12-18,20.0,,
1890,1890,2197308,https://www.tvmaze.com/episodes/2197308/struggle-meals-3x12-less-stress-holidays,Less Stress Holidays,3.0,12.0,regular,2020-12-18,,2020-12-18,20.0,,
1891,1891,2298661,https://www.tvmaze.com/episodes/2298661/michael-fassbender-road-to-le-mans-2x09-the-final-race,The Final Race,2.0,9.0,regular,2020-12-18,,2020-12-18,22.0,,
1892,1892,1991538,https://www.tvmaze.com/episodes/1991538/conversa-com-bial-4x155-fabio-jr,Fábio Jr.,4.0,155.0,regular,2020-12-18,,2020-12-18,,,
1893,1893,1993457,https://www.tvmaze.com/episodes/1993457/diario-de-um-confinado-2x07-episodio-especial,Episódio Especial,2.0,7.0,regular,2020-12-18,,2020-12-18,10.0,,
1894,1894,1984684,https://www.tvmaze.com/episodes/1984684/sj-returns-4x84-episode-84,Episode 84,4.0,84.0,regular,2020-12-18,00:00,2020-12-18,5.0,,
1895,1895,1968563,https://www.tvmaze.com/episodes/1968563/creepshow-s01-special-shapeshifters-anonymous,Shapeshifters Anonymous,1.0,,significant_special,2020-12-18,,2020-12-18,60.0,6.1,"Fearing he is a murderer, an anxious man searches for answers for his ""unique condition"" from an unusual support group."
1896,1896,2215236,https://www.tvmaze.com/episodes/2215236/comedy-central-stand-up-featuring-7x03-andy-haynes-do-you-remember-the-first-night-of-quarantine,Andy Haynes - Do You Remember the First Night of Quarantine?,7.0,3.0,regular,2020-12-18,,2020-12-18,,,"Andy Haynes explains why he doesn't consider himself a ""guy"" and recalls the shift in tone the news took during the beginning of the pandemic."
1897,1897,1976233,https://www.tvmaze.com/episodes/1976233/familiekokkene-1x04-julemaltid,Julemåltid,1.0,4.0,regular,2020-12-18,18:00,2020-12-18,60.0,,
1898,1898,2168997,https://www.tvmaze.com/episodes/2168997/historys-greatest-mysteries-solved-1x06-crime-of-the-century-lindbergh-kidnapper-brought-to-justice,Crime of the Century: Lindbergh Kidnapper Brought to Justice,1.0,6.0,regular,2020-12-18,,2020-12-18,11.0,,"When famed aviator Charles Lindbergh's baby was kidnapped and murdered in 1932, the press was quick to dub the tragic incident the ""crime of the century."" For more than 2 years, the search for the culprit transfixed the nation."
1899,1899,2341526,https://www.tvmaze.com/episodes/2341526/trailer-park-boys-park-after-dark-2x30-alien-mindfuck,Alien Mindfuck,2.0,30.0,regular,2020-12-18,,2020-12-18,30.0,,"Julian is worried about aliens - are they here, and are they trying to bang us with their minds?! Find out which celeb birthdays give Ricky an erectoroni, and the ultimate Italian piss-off walk. Also: Bubbles has a Criminal Mind!"
1900,1900,1965178,https://www.tvmaze.com/episodes/1965178/ravens-home-4x07-mad-about-yuletide,Mad About Yuletide,4.0,7.0,regular,2020-12-18,20:00,2020-12-19,50.0,9.5,"It's Christmas Eve and the Baxter/Grayson family are trying to make the best of the holiday when a storm hits and disrupts their plans to celebrate together at a cabin on the lake. Snowed in at three different places—Raven and Chelsea are lost in a snow tunnel, dads Devon and Garrett are stuck at the cabin and the kids are home alone—they all must lean on each other to help keep their inner ""Christmas Cray"" alive!"
1901,1901,1984293,https://www.tvmaze.com/episodes/1984293/the-amber-ruffin-show-1x10-holiday-extravaganza,Holiday Extravaganza,1.0,10.0,regular,2020-12-18,21:00,2020-12-19,24.0,7.0,Amber celebrates the holidays and musical guest Darius de Haas performs an original song.
1902,1902,1951741,https://www.tvmaze.com/episodes/1951741/205-live-2020-12-18-205-live-212,205 Live #212,,51.0,regular,2020-12-18,22:00,2020-12-19,60.0,,
1903,1903,1988862,https://www.tvmaze.com/episodes/1988862/sim-for-you-4x24-chanyeols-episode-24,Chanyeol's Episode 24,4.0,24.0,regular,2020-12-19,06:00,2020-12-18,16.0,,#VacanceAlbumRelease #Thisistheend #(There'sacookie)
1904,1904,1989501,https://www.tvmaze.com/episodes/1989501/troe-iz-prostokvasino-2x39-papa-ne-goruj,"Папа, не горюй",2.0,39.0,regular,2020-12-19,,2020-12-19,19.0,,
1905,1905,1989503,https://www.tvmaze.com/episodes/1989503/troe-iz-prostokvasino-2x40-sneznyj-labirint,Снежный лабиринт,2.0,40.0,regular,2020-12-19,,2020-12-19,19.0,,
1906,1906,1988697,https://www.tvmaze.com/episodes/1988697/soul-land-7x05-di135ji,第135集,7.0,5.0,regular,2020-12-19,10:00,2020-12-19,20.0,,
1907,1907,2138926,https://www.tvmaze.com/episodes/2138926/tokyo-joshi-pro-wrestling-2020-12-19-tjpw-seno-merry-christmas-2020,TJPW Se~No Merry Christmas! 2020,,44.0,regular,2020-12-19,12:00,2020-12-19,120.0,,
1908,1908,1962058,https://www.tvmaze.com/episodes/1962058/heaven-officials-blessing-1x09-evil-taoist-scourge,Evil Taoist Scourge,1.0,9.0,regular,2020-12-19,11:00,2020-12-19,25.0,,
1909,1909,1972571,https://www.tvmaze.com/episodes/1972571/the-wolf-1x29-episode-29,Episode 29,1.0,29.0,regular,2020-12-19,,2020-12-19,45.0,,
1910,1910,1972572,https://www.tvmaze.com/episodes/1972572/the-wolf-1x30-episode-30,Episode 30,1.0,30.0,regular,2020-12-19,,2020-12-19,45.0,,
1911,1911,2071487,https://www.tvmaze.com/episodes/2071487/youths-in-the-breeze-1x17-full-time-sworn-enemy-01,FULL-TIME SWORN ENEMY #01,1.0,17.0,regular,2020-12-19,,2020-12-19,7.0,,
1912,1912,2071488,https://www.tvmaze.com/episodes/2071488/youths-in-the-breeze-1x18-full-time-sworn-enemy-02,FULL-TIME SWORN ENEMY #02,1.0,18.0,regular,2020-12-19,,2020-12-19,7.0,,
1913,1913,2113326,https://www.tvmaze.com/episodes/2113326/klassen-3x19-julefesten,Julefesten,3.0,19.0,regular,2020-12-19,05:00,2020-12-19,15.0,,
1914,1914,1977327,https://www.tvmaze.com/episodes/1977327/stjernestov-1x19-episode-19,Episode 19,1.0,19.0,regular,2020-12-19,06:00,2020-12-19,20.0,,
1915,1915,2212167,https://www.tvmaze.com/episodes/2212167/zombety-1x08-8-seria,8 серия,1.0,8.0,regular,2020-12-19,,2020-12-19,,,
1916,1916,2041865,https://www.tvmaze.com/episodes/2041865/fandom-tour-1x14-omaigeol-ui-du-beonjjae-chueog-yeohaeng,오마이걸의 두 번째 추억여행,1.0,14.0,regular,2020-12-19,17:00,2020-12-19,17.0,,
1917,1917,2137604,https://www.tvmaze.com/episodes/2137604/its-okay-to-be-sensitive-2020-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-19,18:00,2020-12-19,,,
1918,1918,1984181,https://www.tvmaze.com/episodes/1984181/hjerteslag-3x09-prinsessa-i-tarnet,Prinsessa i tårnet,3.0,9.0,regular,2020-12-19,,2020-12-19,12.0,,
1919,1919,2182118,https://www.tvmaze.com/episodes/2182118/hjem-til-jul-1x03-episode-3,Episode 3,1.0,3.0,regular,2020-12-19,,2020-12-19,20.0,,
1920,1920,2176136,https://www.tvmaze.com/episodes/2176136/scishow-2020-12-19-why-some-frozen-lakes-catch-fire,Why Some Frozen Lakes Catch Fire,,346.0,regular,2020-12-19,,2020-12-19,,,
1921,1921,1988351,https://www.tvmaze.com/episodes/1988351/hocu-domoj-5x05-ptuskin-i-dud-ne-dosli-do-konca-a-my-smozem-likijskaa-tropa-turcia,"Птушкин и Дудь не дошли до конца. А мы сможем? Ликийская тропа, Турция",5.0,5.0,regular,2020-12-19,,2020-12-19,60.0,,
1922,1922,1988715,https://www.tvmaze.com/episodes/1988715/jachtseizoen-5x08-dopebwoy-op-de-vlucht,Dopebwoy op de Vlucht,5.0,8.0,regular,2020-12-19,,2020-12-19,30.0,,
1923,1923,2111707,https://www.tvmaze.com/episodes/2111707/world-wonder-ring-stardom-2020-12-19-stardom-in-shizuoka,Stardom in Shizuoka,,53.0,regular,2020-12-19,,2020-12-19,120.0,,
